"congress","chamber","icpsr","bioguide_id","member","party_name","screen_name","account_type","handle_type","state_abbrev","district_code"
115,"House",21179,"D000616","Scott DesJarlais","republican","DESJARLAISTN04","office","screen_name","TN","04"
115,"House",21353,"J000295","David Joyce","republican","REPDAVEJOYCE","office","screen_name","OH","14"
115,"House",39304,"G000410","Gene Green","democratic","REPGENEGREEN","office","screen_name","TX","29"
115,"House",14863,"S000522","Chris Smith","republican","REPCHRISSMITH","office","screen_name","NJ","04"
115,"House",21541,"S001196","Elise Stefanik","republican","REPSTEFANIK","office","screen_name","NY","21"
115,"House",21729,"K000390","Ruben Kihuen","democratic","REPKIHUEN","office","screen_name","NV","04"
115,"House",21351,"W000815","Brad Wenstrup","republican","REPBRADWENSTRUP","office","screen_name","OH","02"
115,"House",21549,"R000601","John Ratcliffe","republican","REPRATCLIFFE","office","screen_name","TX","04"
115,"House",21539,"Z000017","Lee Zeldin","republican","REPLEEZELDIN","office","screen_name","NY","01"
115,"House",21538,"W000822","Bonnie Watson Coleman","democratic","REPBONNIE","office","screen_name","NJ","12"
115,"House",29925,"C001038","Joseph Crowley","democratic","REPJOECROWLEY","office","screen_name","NY","14"
115,"House",21341,"L000580","Michelle Lujan Grisham","democratic","REPLUJANGRISHAM","office","screen_name","NM","01"
115,"House",29368,"T000193","Bennie Thompson","democratic","BENNIEGTHOMPSON","office","screen_name","MS","02"
115,"House",20750,"W000800","Peter Welch","democratic","PETERWELCH","office","screen_name","VT","00"
115,"House",21345,"C001092","Chris Collins","republican","REPCHRISCOLLINS","office","screen_name","NY","27"
115,"House",20342,"T000463","Mike Turner","republican","REPMIKETURNER","office","screen_name","OH","10"
115,"House",29134,"S000248","Jose E. Serrano","democratic","REPJOSESERRANO","office","screen_name","NY","15"
115,"House",20521,"F000450","Virginia Foxx","republican","VIRGINIAFOXX","office","screen_name","NC","05"
115,"House",21355,"M001190","Markwayne Mullin","republican","REPMULLIN","office","screen_name","OK","02"
115,"House",21747,"S001201","Thomas Suozzi","democratic","REPTOMSUOZZI","office","screen_name","NY","03"
115,"House",21343,"J000294","Hakeem Jeffries","democratic","REPJEFFRIES","office","screen_name","NY","08"
115,"House",21544,"R000603","David Rouzer","republican","DAVIDROUZER","campaign","screen_name","NC","07"
115,"House",29541,"F000372","Rodney Frelinghuysen","republican","USREPRODNEY","office","screen_name","NJ","11"
115,"House",29379,"M000087","Carolyn Maloney","democratic","REPMALONEY","office","screen_name","NY","12"
115,"House",21350,"C001096","Kevin Cramer","republican","REPKEVINCRAMER","office","prev_names","ND","00"
115,"House",21196,"A000369","Mark Amodei","republican","MARKAMODEINV2","office","screen_name","NV","02"
115,"House",39307,"S000185","Bobby Scott","democratic","BOBBYSCOTT","office","screen_name","VA","03"
115,"House",15085,"B000213","Joe Barton","republican","REPJOEBARTON","office","screen_name","TX","06"
115,"House",NA,"G000582","Jenniffer Gonzalez",NA,"REPJENNIFFER","office","screen_name",NA,NA
115,"House",21550,"H001073","Will Hurd","republican","HURDONTHEHILL","office","screen_name","TX","23"
115,"House",20738,"J000289","Jim Jordan","republican","JIM_JORDAN","office","screen_name","OH","04"
115,"House",20130,"T000462","Pat Tiberi","republican","PATTIBERI","office","screen_name","OH","12"
115,"House",29741,"P000096","Bill Pascrell","democratic","BILLPASCRELL","office","screen_name","NJ","09"
115,"House",15019,"C000754","Jim Cooper","democratic","REPJIMCOOPER","office","screen_name","TN","05"
115,"House",29932,"W000791","Greg Walden","republican","REPGREGWALDEN","office","screen_name","OR","02"
115,"House",21167,"K000376","Mike Kelly","republican","MIKEKELLYPA","office","screen_name","PA","03"
115,"House",29539,"L000554","Frank LoBiondo","republican","REPLOBIONDO","office","screen_name","NJ","02"
115,"House",21564,"D000626","Warren Davidson","republican","WARRENDAVIDSON","office","screen_name","OH","08"
115,"House",20526,"D000604","Charlie Dent","republican","REPCHARLIEDENT","office","screen_name","PA","15"
115,"House",21170,"M001179","Tom Marino","republican","REPTOMMARINO","office","screen_name","PA","10"
115,"House",20136,"L000559","Jim Langevin","democratic","JIMLANGEVIN","office","screen_name","RI","02"
115,"House",20941,"F000455","Marcia Fudge","democratic","REPMARCIAFUDGE","office","screen_name","OH","11"
115,"House",29573,"J000032","Sheila Jackson Lee","democratic","JACKSONLEETX18","office","screen_name","TX","18"
115,"House",20529,"G000553","Al Green","democratic","REPALGREEN","office","screen_name","TX","09"
115,"House",21708,"B001305","Ted Budd","republican","REPTEDBUDD","office","screen_name","NC","13"
115,"House",21553,"B001290","Dave Brat","republican","REPDAVEBRAT","office","screen_name","VA","07"
115,"House",20948,"O000168","Pete Olson","republican","REPPETEOLSON","office","screen_name","TX","22"
115,"House",21543,"W000819","Mark Walker","republican","REPMARKWALKER","office","screen_name","NC","06"
115,"House",15612,"L000480","Nita Lowey","democratic","NITALOWEY","office","screen_name","NY","17"
115,"House",21340,"K000382","Annie Kuster","democratic","REPANNIEKUSTER","office","screen_name","NH","02"
115,"House",20531,"C001062","Mike Conaway","republican","CONAWAYTX11","office","screen_name","TX","11"
115,"House",21536,"N000188","Donald Norcross","democratic","DONALDNORCROSS","office","screen_name","NJ","01"
115,"House",21337,"W000812","Ann Wagner","republican","REPANNWAGNER","office","screen_name","MO","02"
115,"House",20344,"C001053","Tom Cole","republican","TOMCOLEOK04","office","screen_name","OK","04"
115,"House",29377,"N000002","Jerrold Nadler","democratic","REPJERRYNADLER","office","screen_name","NY","10"
115,"House",31101,"D000617","Suzan DelBene","democratic","REPDELBENE","office","screen_name","WA","01"
115,"House",29762,"G000377","Kay Granger","republican","REPKAYGRANGER","office","screen_name","TX","12"
115,"House",20542,"S001165","Albio Sires","democratic","REPSIRES","office","screen_name","NJ","08"
115,"House",20522,"M001156","Patrick McHenry","republican","PATRICKMCHENRY","office","screen_name","NC","10"
115,"House",21342,"M001188","Grace Meng","democratic","REPGRACEMENG","office","screen_name","NY","06"
115,"House",20340,"B001251","G.K. Butterfield","democratic","GKBUTTERFIELD","office","screen_name","NC","01"
115,"House",15454,"P000034","Frank Pallone","democratic","FRANKPALLONE","office","screen_name","NJ","06"
115,"House",21149,"H001053","Vicky Hartzler","republican","REPHARTZLER","office","screen_name","MO","04"
115,"House",21367,"S001192","Chris Stewart","republican","REPCHRISSTEWART","office","screen_name","UT","02"
115,"House",21718,"F000466","Brian Fitzpatrick","republican","REPBRIANFITZ","office","screen_name","PA","08"
115,"House",29759,"S000250","Pete Sessions","republican","PETESESSIONS","office","screen_name","TX","32"
115,"House",20731,"S001170","Carol Shea-Porter","democratic","REPSHEAPORTER","office","screen_name","NH","01"
115,"House",21175,"G000566","Trey Gowdy","republican","TGOWDYSC","office","screen_name","SC","04"
115,"House",21360,"W000814","Randy Weber","republican","TXRANDY14","office","screen_name","TX","14"
115,"House",21373,"S001195","Jason Smith","republican","REPJASONSMITH","office","screen_name","MO","08"
115,"House",15603,"E000179","Eliot Engel","democratic","REPELIOTENGEL","office","screen_name","NY","16"
115,"House",21347,"P000606","Robert Pittenger","republican","REPPITTENGER","office","screen_name","NC","09"
115,"House",20343,"R000577","Tim Ryan","democratic","REPTIMRYAN","office","screen_name","OH","13"
115,"House",21716,"F000464","John Faso","republican","REPJOHNFASO","office","screen_name","NY","19"
115,"House",21349,"H001065","George Holding","republican","REPHOLDING","office","screen_name","NC","02"
115,"House",20527,"G000552","Louie Gohmert","republican","REPLOUIEGOHMERT","office","screen_name","TX","01"
115,"House",15455,"D000533","Jimmy Duncan","republican","REPJOHNDUNCANJR","office","screen_name","TN","02"
115,"House",21545,"A000370","Alma Adams","democratic","REPADAMS","office","screen_name","NC","12"
115,"House",20532,"M001158","Kenny Marchant","republican","REPKENMARCHANT","office","screen_name","TX","24"
115,"House",21174,"D000615","Jeff Duncan","republican","REPJEFFDUNCAN","office","screen_name","SC","03"
115,"House",20925,"H001045","Gregg Harper","republican","GREGGHARPER","office","screen_name","MS","03"
115,"House",21542,"K000386","John Katko","republican","REPJOHNKATKO","office","screen_name","NY","24"
115,"House",31103,"P000604","Donald Payne Jr","democratic","REPDONALDPAYNE","office","screen_name","NJ","10"
115,"House",20355,"B001248","Michael C. Burgess","republican","MICHAELCBURGESS","office","screen_name","TX","26"
115,"House",21346,"H001067","Richard Hudson","republican","REPRICHHUDSON","office","screen_name","NC","08"
115,"House",20145,"L000560","Rick Larsen","democratic","REPRICKLARSEN","office","screen_name","WA","02"
115,"House",15444,"S000480","Louise Slaughter","democratic","LOUISESLAUGHTER","office","screen_name","NY","25"
115,"House",29571,"D000399","Lloyd Doggett","democratic","REPLLOYDDOGGETT","office","screen_name","TX","35"
115,"House",29565,"S000051","Mark Sanford","republican","REPSANFORDSC","office","screen_name","SC","01"
115,"House",29769,"K000188","Ron Kind","democratic","REPRONKIND","office","screen_name","WI","03"
115,"House",21556,"N000189","Dan Newhouse","republican","REPNEWHOUSE","office","screen_name","WA","04"
115,"House",21710,"C001109","Liz Cheney","republican","REPLIZCHENEY","office","screen_name","WY","00"
115,"House",21189,"D000614","Sean Duffy","republican","REPSEANDUFFY","office","screen_name","WI","07"
115,"House",29768,"S000510","Adam Smith","democratic","REPADAMSMITH","office","screen_name","WA","09"
115,"House",21557,"M001195","Alex Mooney","republican","REPALEXMOONEY","office","screen_name","WV","02"
115,"House",29760,"B000755","Kevin Brady","republican","REPKEVINBRADY","office","screen_name","TX","08"
115,"House",20134,"S001154","Bill Shuster","republican","REPBILLSHUSTER","office","screen_name","PA","09"
115,"House",20139,"C001048","John Culberson","republican","CONGCULBERSON","office","screen_name","TX","07"
115,"House",20352,"H001036","Jeb Hensarling","republican","REPHENSARLING","office","screen_name","TX","05"
115,"House",20949,"C001076","Jason Chaffetz","republican","JASONINTHEHOUSE","office","screen_name","UT","03"
115,"House",21540,"R000602","Kathleen Rice","democratic","REPKATHLEENRICE","office","screen_name","NY","04"
115,"House",21366,"V000132","Filemon Vela","democratic","REPFILEMONVELA","office","screen_name","TX","34"
115,"House",29550,"C000266","Steve Chabot","republican","REPSTEVECHABOT","office","screen_name","OH","01"
115,"House",21370,"P000607","Mark Pocan","democratic","REPMARKPOCAN","office","screen_name","WI","02"
115,"House",29939,"R000570","Paul Ryan","republican","SPEAKERRYAN","office","screen_name","WI","01"
115,"House",21558,"J000297","Evan Jenkins","republican","REPEVANJENKINS","office","screen_name","WV","03"
115,"House",14657,"S000244","Jim Sensenbrenner","republican","JIMPRESSOFFICE","office","screen_name","WI","05"
115,"House",29393,"L000491","Frank Lucas","republican","REPFRANKLUCAS","office","screen_name","OK","03"
115,"House",21148,"P000601","Steven Palazzo","republican","CONGPALAZZO","office","screen_name","MS","04"
115,"House",21525,"M001196","Seth Moulton","democratic","TEAMMOULTON","office","screen_name","MA","06"
115,"House",20934,"T000469","Paul Tonko","democratic","REPPAULTONKO","office","screen_name","NY","20"
115,"House",21165,"G000563","Bob Gibbs","republican","REPBOBGIBBS","office","screen_name","OH","07"
115,"House",21714,"D000628","Neal Dunn","republican","DRNEALDUNNFL2","office","screen_name","FL","02"
115,"House",21139,"H001052","Andy Harris","republican","REPANDYHARRISMD","office","screen_name","MD","01"
115,"House",21128,"K000378","Adam Kinzinger","republican","REPKINZINGER","office","screen_name","IL","16"
115,"House",20519,"H001038","Brian Higgins","democratic","REPBRIANHIGGINS","office","screen_name","NY","26"
115,"House",10713,"C000714","John Conyers","democratic","REPJOHNCONYERS","office","screen_name","MI","13"
115,"House",20305,"G000551","Raul Grijalva","democratic","REPRAULGRIJALVA","office","screen_name","AZ","03"
115,"House",21324,"G000571","Tulsi Gabbard","democratic","TULSIPRESS","office","screen_name","HI","02"
115,"House",29348,"G000535","Luis Gutiérrez","democratic","REPGUTIERREZ","office","screen_name","IL","04"
115,"House",20962,"G000560","Tom Graves","republican","REPTOMGRAVES","office","screen_name","GA","14"
115,"House",20915,"J000290","Lynn Jenkins","republican","REPLYNNJENKINS","office","screen_name","KS","02"
115,"House",21561,"K000388","Trent Kelly","republican","REPTRENTKELLY","office","screen_name","MS","01"
115,"House",21531,"E000294","Tom Emmer","republican","REPTOMEMMER","office","screen_name","MN","06"
115,"House",14066,"Y000033","Don Young","republican","REPDONYOUNG","office","screen_name","AK","00"
115,"House",21746,"S001200","Darren Soto","democratic","REPDARRENSOTO","office","screen_name","FL","09"
115,"House",21707,"B001304","Anthony G. Brown","democratic","REPANTHONYBROWN","office","screen_name","MD","04"
115,"House",21744,"R000609","John Rutherford","republican","REPRUTHERFORDFL","office","screen_name","FL","04"
115,"House",21748,"T000477","Scott Taylor","republican","REPSCOTTTAYLOR","office","screen_name","VA","02"
115,"House",21724,"H001077","Clay Higgins","republican","REPCLAYHIGGINS","office","screen_name","LA","03"
115,"House",21727,"J000299","Mike Johnson","republican","REPMIKEJOHNSON","office","screen_name","LA","04"
115,"House",21719,"G000578","Matt Gaetz","republican","REPMATTGAETZ","office","screen_name","FL","01"
115,"House",21711,"C001110","Lou Correa","democratic","REPLOUCORREA","office","screen_name","CA","46"
115,"House",21750,"E000298","Ron Estes","republican","REPRONESTES","office","screen_name","KS","04"
115,"House",20307,"N000181","Devin Nunes","republican","REPDEVINNUNES","office","screen_name","CA","22"
115,"House",21721,"G000580","Tom Garrett Jr.","republican","REPTOMGARRETT","office","screen_name","VA","05"
115,"House",21752,"H001078","Karen Handel","republican","KARENHANDEL","campaign","screen_name","GA","06"
115,"House",21751,"G000584","Greg Gianforte","republican","GIANFORTE","office","screen_name","MT","00"
115,"House",21754,"G000585","Jimmy Gomez","democratic","JIMMYGOMEZCA","campaign","screen_name","CA","34"
115,"House",21753,"N000190","Ralph Norman","republican","RALPHNORMAN","campaign","screen_name","SC","05"
115,"House",29106,"W000187","Maxine Waters","democratic","REPMAXINEWATERS","office","screen_name","CA","43"
115,"House",29776,"M001137","Gregory Meeks","democratic","REPGREGORYMEEKS","office","screen_name","NY","05"
115,"House",21731,"K000392","David Kustoff","republican","REPDAVIDKUSTOFF","office","screen_name","TN","08"
115,"House",21756,"L000588","Conor Lamb","democratic","CONORLAMBPA","campaign","screen_name","PA","18"
115,"House",20926,"L000569","Blaine Luetkemeyer","republican","REPBLAINE","office","screen_name","MO","03"
115,"House",21528,"T000475","Dave Trott","republican","MIDAVETROTT","office","screen_name","MI","11"
115,"House",21308,"B001285","Julia Brownley","democratic","REPBROWNLEY","office","screen_name","CA","26"
115,"Senate",41705,"J000300","Doug Jones","democratic","DOUGJONES","campaign","screen_name","AL","statewide"
115,"Senate",41305,"K000384","Tim Kaine","democratic","TIMKAINE","office","screen_name","VA","statewide"
115,"Senate",29566,"G000359","Lindsey Graham","republican","LINDSEYGRAHAMSC","campaign","screen_name","SC","statewide"
115,"Senate",41308,"B001288","Cory Booker","democratic","SENBOOKER","office","screen_name","NJ","statewide"
115,"Senate",41701,"H001075","Kamala Harris","democratic","SENKAMALAHARRIS","office","screen_name","CA","statewide"
115,"Senate",14503,"H000338","Orrin Hatch","republican","SENORRINHATCH","office","screen_name","UT","statewide"
115,"Senate",29147,"S000033","Bernie Sanders","independent","SENSANDERS","office","screen_name","VT","statewide"
115,"Senate",41504,"T000476","Thom Tillis","republican","SENTHOMTILLIS","office","screen_name","NC","statewide"
115,"Senate",29722,"M000934","Jerry Moran","republican","JERRYMORAN","office","screen_name","KS","statewide"
115,"Senate",20146,"C001047","Shelley Moore Capito","republican","SENCAPITO","office","screen_name","WV","statewide"
115,"Senate",41702,"H001076","Maggie Hassan","democratic","SENATORHASSAN","office","screen_name","NH","statewide"
115,"Senate",15015,"C000174","Tom Carper","democratic","SENATORCARPER","office","screen_name","DE","statewide"
115,"Senate",20930,"H001046","Martin Heinrich","democratic","MARTINHEINRICH","office","screen_name","NM","statewide"
115,"Senate",21338,"D000618","Steve Daines","republican","STEVEDAINES","office","screen_name","MT","statewide"
115,"Senate",29935,"T000461","Pat Toomey","republican","SENTOOMEY","office","screen_name","PA","statewide"
115,"Senate",21133,"Y000064","Todd Young","republican","SENTODDYOUNG","office","screen_name","IN","statewide"
115,"Senate",14651,"N000032","Bill Nelson","democratic","SENBILLNELSON","office","screen_name","FL","statewide"
115,"Senate",40707,"B001261","John Barrasso","republican","SENJOHNBARRASSO","office","screen_name","WY","statewide"
115,"Senate",20707,"M001169","Chris Murphy","democratic","SENMURPHYOFFICE","office","screen_name","CT","statewide"
115,"Senate",41505,"R000605","Mike Rounds","republican","SENATORROUNDS","office","screen_name","SD","statewide"
115,"Senate",29345,"C000880","Mike Crapo","republican","MIKECRAPO","office","screen_name","ID","statewide"
115,"Senate",29754,"T000250","John Thune","republican","SENJOHNTHUNE","office","screen_name","SD","statewide"
115,"Senate",15039,"M000303","John McCain","republican","SENJOHNMCCAIN","office","screen_name","AZ","statewide"
115,"Senate",49703,"C001035","Susan Collins","republican","SENATORCOLLINS","office","screen_name","ME","statewide"
115,"Senate",49308,"M001111","Patty Murray","democratic","PATTYMURRAY","office","screen_name","WA","statewide"
115,"Senate",49300,"F000062","Dianne Feinstein","democratic","SENFEINSTEIN","office","screen_name","CA","statewide"
115,"Senate",40701,"M001170","Claire McCaskill","democratic","MCCASKILLOFFICE","office","screen_name","MO","statewide"
115,"Senate",40304,"A000360","Lamar Alexander","republican","SENALEXANDER","office","screen_name","TN","statewide"
115,"Senate",29142,"R000122","Jack Reed","democratic","SENJACKREED","office","screen_name","RI","statewide"
115,"Senate",14226,"G000386","Chuck Grassley","republican","CHUCKGRASSLEY","office","screen_name","IA","statewide"
115,"Senate",41700,"C001113","Catherine Cortez Masto","democratic","SENCORTEZMASTO","office","screen_name","NV","statewide"
115,"Senate",14852,"R000307","Pat Roberts","republican","SENPATROBERTS","office","screen_name","KS","statewide"
115,"Senate",15408,"C000141","Ben Cardin","democratic","SENATORCARDIN","office","screen_name","MD","statewide"
115,"Senate",20730,"H001041","Dean Heller","republican","SENDEANHELLER","office","screen_name","NV","statewide"
115,"Senate",14871,"W000779","Ron Wyden","democratic","RONWYDEN","office","screen_name","OR","statewide"
115,"Senate",15021,"D000563","Dick Durbin","democratic","SENATORDURBIN","office","screen_name","IL","statewide"
115,"Senate",40906,"S001181","Jeanne Shaheen","democratic","SENATORSHAHEEN","office","screen_name","NH","statewide"
115,"Senate",21325,"D000622","Tammy Duckworth","democratic","SENDUCKWORTH","office","screen_name","IL","statewide"
115,"Senate",40704,"W000802","Sheldon Whitehouse","democratic","SENWHITEHOUSE","office","screen_name","RI","statewide"
115,"Senate",21301,"C001095","Tom Cotton","republican","SENTOMCOTTON","office","screen_name","AR","statewide"
115,"Senate",29389,"B000944","Sherrod Brown","democratic","SENSHERRODBROWN","office","screen_name","OH","statewide"
115,"Senate",40705,"C001071","Bob Corker","republican","SENBOBCORKER","office","screen_name","TN","statewide"
115,"Senate",29924,"U000039","Tom Udall","democratic","SENATORTOMUDALL","office","screen_name","NM","statewide"
115,"Senate",14921,"M000355","Mitch McConnell","republican","MCCONNELLPRESS","office","screen_name","KY","statewide"
115,"Senate",21166,"L000575","James Lankford","republican","SENATORLANKFORD","office","screen_name","OK","statewide"
115,"Senate",41304,"C001098","Ted Cruz","republican","SENTEDCRUZ","office","screen_name","TX","statewide"
115,"Senate",49706,"E000285","Mike Enzi","republican","SENATORENZI","office","screen_name","WY","statewide"
115,"Senate",20923,"P000595","Gary Peters","democratic","SENGARYPETERS","office","screen_name","MI","statewide"
115,"Senate",20100,"F000444","Jeff Flake","republican","JEFFFLAKE","office","screen_name","AZ","statewide"
115,"Senate",29909,"I000055","Johnny Isakson","republican","SENATORISAKSON","office","screen_name","GA","statewide"
115,"Senate",15424,"I000024","Jim Inhofe","republican","INHOFEPRESS","office","screen_name","OK","statewide"
115,"Senate",29566,"G000359","Lindsey Graham","republican","GRAHAMBLOG","office","screen_name","SC","statewide"
115,"Senate",41102,"R000595","Marco Rubio","republican","SENRUBIOPRESS","office","screen_name","FL","statewide"
115,"Senate",41300,"K000383","Angus King","independent","SENANGUSKING","office","screen_name","ME","statewide"
115,"Senate",20735,"G000555","Kirsten Gillibrand","democratic","SENGILLIBRAND","campaign","screen_name","NY","statewide"
115,"Senate",40703,"C001070","Bob Casey Jr.","democratic","SENBOBCASEY","office","screen_name","PA","statewide"
115,"Senate",20330,"V000128","Chris Van Hollen","democratic","CHRISVANHOLLEN","office","screen_name","MD","statewide"
115,"Senate",14009,"C000567","Thad Cochran","republican","SENTHADCOCHRAN","office","screen_name","MS","statewide"
115,"Senate",29548,"B001135","Richard Burr","republican","SENATORBURR","office","screen_name","NC","statewide"
115,"Senate",29386,"P000449","Rob Portman","republican","SENROBPORTMAN","office","screen_name","OH","statewide"
115,"Senate",40702,"T000464","Jon Tester","democratic","SENATORTESTER","office","screen_name","MT","statewide"
115,"Senate",29373,"M000639","Bob Menendez","democratic","SENATORMENENDEZ","office","screen_name","NJ","statewide"
115,"Senate",20101,"B001236","John Boozman","republican","JOHNBOOZMAN","office","screen_name","AR","statewide"
115,"Senate",20713,"H001042","Mazie Hirono","democratic","MAZIEHIRONO","office","screen_name","HI","statewide"
115,"Senate",40915,"M001183","Joe Manchin","democratic","SEN_JOEMANCHIN","office","screen_name","WV","statewide"
115,"Senate",41302,"F000463","Deb Fischer","republican","SENATORFISCHER","office","screen_name","NE","statewide"
115,"Senate",40910,"B001267","Michael Bennet","democratic","SENBENNETCO","office","prev_names","CO","statewide"
115,"Senate",29732,"S000770","Debbie Stabenow","democratic","SENSTABENOW","office","screen_name","MI","statewide"
115,"Senate",41503,"S001197","Ben Sasse","republican","SENSASSE","office","screen_name","NE","statewide"
115,"Senate",41112,"S001194","Brian Schatz","democratic","SENBRIANSCHATZ","office","screen_name","HI","statewide"
115,"Senate",40902,"R000584","Jim Risch","republican","SENATORRISCH","office","screen_name","ID","statewide"
115,"Senate",41110,"L000577","Mike Lee","republican","SENMIKELEE","office","screen_name","UT","statewide"
115,"Senate",41301,"W000817","Elizabeth Warren","democratic","SENWARREN","office","screen_name","MA","statewide"
115,"Senate",41101,"B001277","Richard Blumenthal","democratic","SENBLUMENTHAL","office","screen_name","CT","statewide"
115,"Senate",41501,"P000612","David Perdue","republican","SENDAVIDPERDUE","office","screen_name","GA","statewide"
115,"Senate",40904,"F000457","Al Franken","democratic","SENFRANKEN","office","screen_name","MN","statewide"
115,"Senate",20919,"C001075","Bill Cassidy","republican","BILLCASSIDY","campaign","screen_name","LA","statewide"
115,"Senate",21112,"G000562","Cory Gardner","republican","SENCORYGARDNER","office","screen_name","CO","statewide"
115,"Senate",40300,"M001153","Lisa Murkowski","republican","LISAMURKOWSKI","office","screen_name","AK","statewide"
115,"Senate",39310,"C000127","Maria Cantwell","democratic","SENATORCANTWELL","office","screen_name","WA","statewide"
115,"Senate",29940,"B001230","Tammy Baldwin","democratic","SENATORBALDWIN","office","screen_name","WI","statewide"
115,"Senate",20717,"D000607","Joe Donnelly","democratic","SENDONNELLY","office","screen_name","IN","statewide"
115,"Senate",29534,"W000437","Roger Wicker","republican","SENATORWICKER","office","screen_name","MS","statewide"
115,"Senate",40700,"K000367","Amy Klobuchar","democratic","AMYKLOBUCHAR","campaign","screen_name","MN","statewide"
115,"Senate",41303,"H001069","Heidi Heitkamp","democratic","SENATORHEITKAMP","office","screen_name","ND","statewide"
115,"Senate",41502,"E000295","Joni Ernst","republican","SENJONIERNST","office","screen_name","IA","statewide"
115,"Senate",40916,"C001088","Chris Coons","democratic","CHRISCOONS","campaign","screen_name","DE","statewide"
115,"Senate",40909,"W000805","Mark Warner","democratic","MARKWARNER","office","screen_name","VA","statewide"
115,"Senate",40305,"C001056","John Cornyn","republican","JOHNCORNYN","office","screen_name","TX","statewide"
115,"Senate",41111,"J000293","Ron Johnson","republican","SENRONJOHNSON","office","screen_name","WI","statewide"
115,"Senate",14307,"L000174","Patrick Leahy","democratic","SENATORLEAHY","office","screen_name","VT","statewide"
115,"Senate",14858,"S000148","Chuck Schumer","democratic","SENSCHUMER","office","screen_name","NY","statewide"
115,"Senate",41703,"K000393","John Kennedy","republican","SENJOHNKENNEDY","office","screen_name","LA","statewide"
115,"Senate",40908,"M001176","Jeff Merkley","democratic","SENJEFFMERKLEY","office","screen_name","OR","statewide"
115,"Senate",29735,"B000575","Roy Blunt","republican","ROYBLUNT","office","screen_name","MO","statewide"
115,"Senate",94659,"S000320","Richard Shelby","republican","SENSHELBY","office","screen_name","AL","statewide"
115,"Senate",41107,"H001061","John Hoeven","republican","SENJOHNHOEVEN","office","screen_name","ND","statewide"
115,"Senate",41104,"P000603","Rand Paul","republican","RANDPAUL","office","screen_name","KY","statewide"
115,"Senate",41500,"S001198","Dan Sullivan","republican","SENDANSULLIVAN","office","screen_name","AK","statewide"
115,"Senate",21173,"S001184","Tim Scott","republican","SENATORTIMSCOTT","office","screen_name","SC","statewide"
115,"Senate",14435,"M000133","Ed Markey","democratic","SENMARKEY","office","screen_name","MA","statewide"
116,"House",20307,"N000181","Devin Nunes","republican","REPDEVINNUNES","office","screen_name","CA","22"
116,"House",21910,"C001119","Angie Craig","democratic","ANGIECRAIGMN","campaign","screen_name","MN","02"
116,"House",20932,"L000570","Ben Ray Lujan","democratic","BENRAYLUJAN","campaign","screen_name","NM","03"
116,"House",29760,"B000755","Kevin Brady","republican","BRADYFORTEXAS","campaign","screen_name","TX","08"
116,"House",21961,"R000614","Chip Roy","republican","CHIPROYTX","campaign","screen_name","TX","21"
116,"House",21178,"F000459","Chuck Fleischmann","republican","CHUCK4CONGRESS","campaign","screen_name","TN","03"
116,"House",20138,"W000795","Joe Wilson","republican","CONGJOEWILSON","campaign","prev_names","SC","02"
116,"House",20145,"L000560","Rick Larsen","democratic","LARSENRICK","campaign","screen_name","WA","02"
116,"House",21762,"S001205","Mary Scanlon","democratic","MARYGAYSCANLON","campaign","screen_name","PA","05"
116,"House",15454,"P000034","Frank Pallone","democratic","PALLONEFORNJ","campaign","screen_name","NJ","06"
116,"House",21956,"R000610","Guy Reschenthaler","republican","RESCHENTHALER","campaign","screen_name","PA","14"
116,"House",NA,"N000147","Eleanor Holmes Norton",NA,"ELEANORNORTON","office","screen_name",NA,NA
116,"House",NA,"S001177","Gregorio Sablan",NA,"KILILI_SABLAN","office","screen_name",NA,NA
116,"House",NA,"R000600","Amata Coleman Radewagen",NA,"REPAMATA","office","screen_name",NA,NA
116,"House",NA,"G000582","Jenniffer Gonzalez",NA,"REPJENNIFFER","office","screen_name",NA,NA
116,"House",20357,"B001250","Rob Bishop","republican","REPROBBISHOP","office","screen_name","UT","01"
116,"House",NA,"P000610","Stacey Plaskett",NA,"STACEYPLASKETT","office","screen_name",NA,NA
116,"House",21940,"L000592","Andy Levin","democratic","ANDY_LEVIN","campaign","screen_name","MI","09"
116,"House",21340,"K000382","Annie Kuster","democratic","ANNMCLANEKUSTER","campaign","screen_name","NH","02"
116,"House",21901,"A000377","Kelly Armstrong","republican","ARMSTRONG_ND","campaign","screen_name","ND","00"
116,"House",21955,"P000617","Ayanna Pressley","democratic","AYANNAPRESSLEY","campaign","screen_name","MA","07"
116,"House",21718,"F000466","Brian Fitzpatrick","republican","BRIANFITZUSA","campaign","screen_name","PA","01"
116,"House",29379,"M000087","Carolyn Maloney","democratic","CAROLYNBMALONEY","campaign","screen_name","NY","12"
116,"House",39301,"C000537","Jim Clyburn","democratic","CLYBURNSC06","campaign","screen_name","SC","06"
116,"House",21980,"V000133","Jeff Van Drew","democratic","CONGRESSMANJVD","office","screen_name","NJ","02"
116,"House",91980,"V000133","Jeff Van Drew","republican","CONGRESSMANJVD","office","screen_name","NJ","02"
116,"House",15019,"C000754","Jim Cooper","democratic","COOPFORCONGRESS","campaign","screen_name","TN","05"
116,"House",21911,"C001120","Dan Crenshaw","republican","DANCRENSHAWTX","campaign","screen_name","TX","02"
